Time,Date,Day.of.the.week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic.Situation,Temperature,Visibility.in.metres,TimeGroup,DayGroup
5:00:00 am,25,Wednesday,85,7,3,18,113,normal,19.3,4215.65,Morning,Weekday
5:15:00 am,25,Wednesday,99,8,2,14,123,normal,19.2,4289.04,Morning,Weekday
5:30:00 am,25,Wednesday,59,25,2,7,93,low,20.5,4143.8,Morning,Weekday
5:45:00 am,25,Wednesday,58,25,2,5,90,low,19,3353.95,Morning,Weekday
6:00:00 am,25,Wednesday,113,40,36,4,193,heavy,22,5518.02,Morning,Weekday
6:15:00 am,25,Wednesday,113,16,50,2,181,heavy,22.7,6041.29,Morning,Weekday
6:30:00 am,25,Wednesday,121,27,50,4,202,heavy,23.1,6585.73,Morning,Weekday
6:45:00 am,25,Wednesday,150,17,28,0,195,heavy,22.3,5416.46,Morning,Weekday
7:00:00 am,25,Wednesday,136,29,23,0,188,heavy,23.3,6718.15,Morning,Weekday
7:15:00 am,25,Wednesday,142,32,27,2,203,heavy,24.1,5029.98,Morning,Weekday
7:30:00 am,25,Wednesday,106,32,42,2,182,heavy,24.6,6283.05,Morning,Weekday
7:45:00 am,25,Wednesday,103,21,20,0,144,normal,25.3,5116.27,Morning,Weekday
8:00:00 am,25,Wednesday,131,19,26,1,177,heavy,26.4,8855.08,Morning,Weekday
8:15:00 am,25,Wednesday,133,23,21,3,180,heavy,27,7237.52,Morning,Weekday
8:30:00 am,25,Wednesday,123,17,50,1,191,heavy,27.7,7216.29,Morning,Weekday
8:45:00 am,25,Wednesday,124,21,35,2,182,heavy,27.8,7810.26,Morning,Weekday
9:00:00 am,25,Wednesday,136,26,20,4,186,heavy,26.4,7523.59,Morning,Weekday
9:15:00 am,25,Wednesday,92,10,39,19,160,high,27.5,8722.9,Morning,Weekday
9:30:00 am,25,Wednesday,82,7,13,19,121,normal,27.7,7721.01,Morning,Weekday
9:45:00 am,25,Wednesday,42,2,28,27,99,normal,27.2,7969.11,Morning,Weekday
10:00:00 am,25,Wednesday,24,17,17,9,67,normal,30,8330,Morning,Weekday
10:15:00 am,25,Wednesday,42,19,17,12,90,normal,28.1,8615.21,Morning,Weekday
10:30:00 am,25,Wednesday,100,12,5,23,140,high,30.2,7351.63,Morning,Weekday
10:45:00 am,25,Wednesday,11,25,30,22,88,normal,28.8,8164.85,Morning,Weekday
11:00:00 am,25,Wednesday,27,7,10,22,66,normal,31.2,8082.09,Morning,Weekday
11:15:00 am,25,Wednesday,38,7,11,20,76,normal,28.8,8989.3,Morning,Weekday
11:30:00 am,25,Wednesday,49,10,6,27,92,normal,30.6,8200.71,Morning,Weekday
11:45:00 am,25,Wednesday,66,9,7,28,110,normal,29,7746.22,Morning,Weekday
12:00:00 pm,25,Wednesday,70,8,3,22,103,normal,29.4,7878.2,Morning,Weekday
12:15:00 pm,25,Wednesday,58,7,6,27,98,normal,29.1,8279.65,Afternoon,Weekday
12:30:00 pm,25,Wednesday,53,9,13,29,104,normal,30.6,8261.39,Afternoon,Weekday
12:45:00 pm,25,Wednesday,22,5,6,26,59,normal,30.6,8805.44,Afternoon,Weekday
1:00:00 pm,25,Wednesday,40,10,11,28,89,normal,29.5,8017.78,Afternoon,Weekday
1:15:00 pm,25,Wednesday,58,13,10,12,93,low,31,8925.36,Afternoon,Weekday
1:30:00 pm,25,Wednesday,60,25,24,17,126,normal,29.9,7914.95,Afternoon,Weekday
1:45:00 pm,25,Wednesday,25,11,24,17,77,normal,30.2,8023.72,Afternoon,Weekday
2:00:00 pm,25,Wednesday,22,28,11,18,79,normal,28.4,8400.32,Afternoon,Weekday
2:15:00 pm,25,Wednesday,6,11,37,15,69,normal,29,8656.6,Afternoon,Weekday
2:30:00 pm,25,Wednesday,92,18,34,18,162,high,27.8,8752.84,Afternoon,Weekday
2:45:00 pm,25,Wednesday,97,17,38,20,172,heavy,27.5,8546.02,Afternoon,Weekday
3:00:00 pm,25,Wednesday,92,18,31,6,147,high,27.3,7481.92,Afternoon,Weekday
3:15:00 pm,25,Wednesday,74,12,17,16,119,normal,26,7571.58,Afternoon,Weekday
3:30:00 pm,25,Wednesday,67,22,7,5,101,low,27.8,8274.96,Afternoon,Weekday
3:45:00 pm,25,Wednesday,84,20,25,15,144,normal,25.8,5779.7,Afternoon,Weekday
4:00:00 pm,25,Wednesday,144,15,42,8,209,heavy,24.4,6226.86,Afternoon,Weekday
4:15:00 pm,25,Wednesday,120,11,47,7,185,heavy,25,5087.86,Afternoon,Weekday
4:30:00 pm,25,Wednesday,108,10,36,6,160,high,24,6324.1,Afternoon,Weekday
4:45:00 pm,25,Wednesday,141,13,50,6,210,heavy,24.3,5231.75,Afternoon,Weekday
5:00:00 pm,25,Wednesday,121,37,29,8,195,heavy,22.5,6102.66,Afternoon,Weekday
5:15:00 pm,25,Wednesday,142,40,22,6,210,heavy,22.5,6043.13,Evening,Weekday
5:30:00 pm,25,Wednesday,137,23,28,7,195,heavy,21.3,6419.52,Evening,Weekday
5:45:00 pm,25,Wednesday,117,10,27,8,162,high,21.4,6585.37,Evening,Weekday
6:00:00 pm,25,Wednesday,100,16,37,7,160,high,21.7,6230.54,Evening,Weekday
6:15:00 pm,25,Wednesday,148,11,42,8,209,heavy,20.3,3350.21,Evening,Weekday
6:30:00 pm,25,Wednesday,148,27,39,6,220,heavy,20.3,4326.86,Evening,Weekday
6:45:00 pm,25,Wednesday,65,18,20,21,124,high,20.2,3906.37,Evening,Weekday
7:00:00 pm,25,Wednesday,75,9,14,6,104,low,18.2,4490.71,Evening,Weekday
7:15:00 pm,25,Wednesday,85,15,20,29,149,high,18.9,3266.74,Evening,Weekday
7:30:00 pm,25,Wednesday,57,21,20,18,116,normal,17.1,4426.58,Evening,Weekday
7:45:00 pm,25,Wednesday,50,7,13,30,100,normal,16.3,4292.98,Evening,Weekday
8:00:00 pm,25,Wednesday,87,21,14,34,156,high,17,4435.08,Evening,Weekday
8:15:00 pm,25,Wednesday,64,24,11,6,105,low,15.8,3703.46,Evening,Weekday
8:30:00 pm,25,Wednesday,76,6,18,14,114,normal,16,4771.59,Evening,Weekday
8:45:00 pm,25,Wednesday,69,11,12,8,100,low,14.8,2391.21,Evening,Weekday
9:00:00 pm,25,Wednesday,76,9,17,14,116,normal,13.6,2207.96,Evening,Weekday
9:15:00 pm,25,Wednesday,94,8,15,5,122,normal,15.2,3358.6,Night,Weekday
9:30:00 pm,25,Wednesday,104,10,16,33,163,high,13,3198.87,Night,Weekday
9:45:00 pm,25,Wednesday,98,13,13,33,157,high,14.4,3624.36,Night,Weekday
10:00:00 pm,25,Wednesday,13,5,0,18,36,normal,12.2,2320.64,Night,Weekday
10:15:00 pm,25,Wednesday,17,1,0,11,29,low,12.4,3814.12,Night,Weekday
10:30:00 pm,25,Wednesday,18,2,1,34,55,normal,12.9,3020.07,Night,Weekday
10:45:00 pm,25,Wednesday,11,1,0,35,47,normal,11.4,3799.02,Night,Weekday
11:00:00 pm,25,Wednesday,17,4,0,11,32,low,12.9,3793.17,Night,Weekday
11:15:00 pm,25,Wednesday,17,1,1,23,42,normal,11.9,2142.2,Night,Weekday
11:30:00 pm,25,Wednesday,17,2,0,23,42,normal,12.7,3008.33,Night,Weekday
11:45:00 pm,25,Wednesday,16,4,1,30,51,normal,12.7,3631.58,Night,Weekday
12:00:00 am,26,Thursday,15,5,1,23,44,normal,13.3,2079.33,Night,Weekday
12:15:00 am,26,Thursday,18,0,0,31,49,normal,11.5,2906.51,Night,Weekday
12:30:00 am,26,Thursday,10,1,0,17,28,normal,11.1,2626.73,Night,Weekday
12:45:00 am,26,Thursday,13,2,0,32,47,normal,11.3,3227.82,Night,Weekday
1:00:00 am,26,Thursday,16,1,0,38,55,normal,13.6,2439.91,Night,Weekday
1:15:00 am,26,Thursday,11,4,0,32,47,normal,13.4,2564.95,Night,Weekday
1:30:00 am,26,Thursday,12,2,0,26,40,normal,13.3,3786.84,Night,Weekday
1:45:00 am,26,Thursday,14,2,1,14,31,normal,13.3,3407.35,Night,Weekday
2:00:00 am,26,Thursday,18,2,0,37,57,normal,12.4,2406.81,Night,Weekday
2:15:00 am,26,Thursday,17,1,1,22,41,normal,13.2,3381.08,Night,Weekday
2:30:00 am,26,Thursday,12,3,0,29,44,normal,14.4,2931.79,Night,Weekday
2:45:00 am,26,Thursday,20,5,0,30,55,normal,14.4,2535.17,Night,Weekday
3:00:00 am,26,Thursday,17,5,1,19,42,normal,15.8,2273.35,Night,Weekday
3:15:00 am,26,Thursday,12,0,1,33,46,normal,14.3,3622.33,Night,Weekday
3:30:00 am,26,Thursday,19,1,0,20,40,normal,14.5,3824.78,Night,Weekday
3:45:00 am,26,Thursday,11,4,1,38,54,normal,16.6,3619.67,Night,Weekday
4:00:00 am,26,Thursday,14,5,0,39,58,normal,15.9,3973.08,Night,Weekday
4:15:00 am,26,Thursday,102,20,4,12,138,normal,17.7,4651.29,Night,Weekday
4:30:00 am,26,Thursday,92,4,6,18,120,normal,17.1,4663.25,Night,Weekday
4:45:00 am,26,Thursday,54,14,10,16,94,normal,19.2,3786.31,Night,Weekday
5:00:00 am,26,Thursday,55,15,1,10,81,low,20.1,3254.21,Morning,Weekday
5:15:00 am,26,Thursday,64,27,5,5,101,low,18.5,3221.18,Morning,Weekday
5:30:00 am,26,Thursday,52,13,5,15,85,normal,18.4,4346.92,Morning,Weekday
5:45:00 am,26,Thursday,73,11,4,3,91,low,21.1,5024.44,Morning,Weekday
6:00:00 am,26,Thursday,106,27,45,5,183,heavy,22.2,6430.14,Morning,Weekday
6:15:00 am,26,Thursday,145,21,40,5,211,heavy,21.2,6292.77,Morning,Weekday
6:30:00 am,26,Thursday,133,19,28,5,185,heavy,21.1,5640.68,Morning,Weekday
6:45:00 am,26,Thursday,117,31,49,0,197,heavy,21.9,6445.83,Morning,Weekday
7:00:00 am,26,Thursday,146,17,34,0,197,heavy,22.5,5517.33,Morning,Weekday
7:15:00 am,26,Thursday,101,35,42,3,181,heavy,25.3,6031.36,Morning,Weekday
7:30:00 am,26,Thursday,103,28,32,1,164,high,23.1,6892.42,Morning,Weekday
7:45:00 am,26,Thursday,150,10,26,0,186,heavy,25.4,5014.42,Morning,Weekday
8:00:00 am,26,Thursday,135,23,48,0,206,heavy,25.9,6962.52,Morning,Weekday
8:15:00 am,26,Thursday,104,10,48,2,164,high,25.7,5090.31,Morning,Weekday
8:30:00 am,26,Thursday,144,39,50,1,234,heavy,26.8,8008.51,Morning,Weekday
8:45:00 am,26,Thursday,132,10,49,0,191,heavy,26.8,8223.68,Morning,Weekday
9:00:00 am,26,Thursday,142,19,31,1,193,heavy,26.6,7625.31,Morning,Weekday
9:15:00 am,26,Thursday,45,4,30,29,108,normal,28.5,7459.65,Morning,Weekday
9:30:00 am,26,Thursday,27,24,10,5,66,low,27.1,8809.67,Morning,Weekday
9:45:00 am,26,Thursday,85,3,14,16,118,normal,29.3,7404.93,Morning,Weekday
10:00:00 am,26,Thursday,84,11,27,26,148,high,27.6,8472.75,Morning,Weekday
10:15:00 am,26,Thursday,90,4,10,20,124,normal,28.3,8028.51,Morning,Weekday
10:30:00 am,26,Thursday,13,19,39,12,83,normal,29.6,7290.83,Morning,Weekday
10:45:00 am,26,Thursday,11,1,37,9,58,normal,28.6,8382.54,Morning,Weekday
11:00:00 am,26,Thursday,57,10,4,27,98,normal,28.3,8890.29,Morning,Weekday
11:15:00 am,26,Thursday,52,10,9,23,94,normal,30.2,8374.46,Morning,Weekday
11:30:00 am,26,Thursday,38,7,13,21,79,normal,30.2,7575.15,Morning,Weekday
11:45:00 am,26,Thursday,35,7,15,24,81,normal,28.8,8527.91,Morning,Weekday
12:00:00 pm,26,Thursday,60,10,12,21,103,normal,29.3,7779.37,Morning,Weekday
12:15:00 pm,26,Thursday,70,10,3,30,113,high,30.4,8909.95,Afternoon,Weekday
12:30:00 pm,26,Thursday,34,8,6,30,78,normal,29.5,7108.45,Afternoon,Weekday
12:45:00 pm,26,Thursday,44,6,4,27,81,normal,28.4,7199.27,Afternoon,Weekday
1:00:00 pm,26,Thursday,21,5,4,25,55,normal,29.1,8257.4,Afternoon,Weekday
1:15:00 pm,26,Thursday,106,10,11,11,138,normal,29.1,8353.2,Afternoon,Weekday
1:30:00 pm,26,Thursday,82,30,32,10,154,high,29.7,7017.43,Afternoon,Weekday
1:45:00 pm,26,Thursday,57,12,9,17,95,normal,29.9,7113.97,Afternoon,Weekday
2:00:00 pm,26,Thursday,60,18,21,10,109,normal,29.6,7087.78,Afternoon,Weekday
2:15:00 pm,26,Thursday,79,17,34,8,138,high,29.7,7979.46,Afternoon,Weekday
2:30:00 pm,26,Thursday,78,29,22,13,142,normal,27.7,8201.85,Afternoon,Weekday
2:45:00 pm,26,Thursday,69,14,32,18,133,high,26.9,8104.49,Afternoon,Weekday
3:00:00 pm,26,Thursday,84,25,5,9,123,normal,28.7,8812.31,Afternoon,Weekday
3:15:00 pm,26,Thursday,62,11,28,5,106,normal,25.8,5016.32,Afternoon,Weekday
3:30:00 pm,26,Thursday,33,17,22,18,90,normal,26.2,8530.7,Afternoon,Weekday
3:45:00 pm,26,Thursday,14,21,23,6,64,normal,25.9,5777.19,Afternoon,Weekday
4:00:00 pm,26,Thursday,127,27,40,5,199,heavy,24.5,5768.61,Afternoon,Weekday
4:15:00 pm,26,Thursday,136,10,27,7,180,heavy,23.8,6439.24,Afternoon,Weekday
4:30:00 pm,26,Thursday,148,14,37,9,208,heavy,24,6563.78,Afternoon,Weekday
4:45:00 pm,26,Thursday,122,16,28,6,172,heavy,24.5,5093.52,Afternoon,Weekday
5:00:00 pm,26,Thursday,132,12,45,9,198,heavy,24.3,5779.11,Afternoon,Weekday
5:15:00 pm,26,Thursday,136,29,29,10,204,heavy,22.7,6707.73,Evening,Weekday
5:30:00 pm,26,Thursday,103,33,48,10,194,heavy,21.1,6203.69,Evening,Weekday
5:45:00 pm,26,Thursday,132,37,23,10,202,heavy,20.8,3092.06,Evening,Weekday
6:00:00 pm,26,Thursday,136,39,39,6,220,heavy,22.4,6227.95,Evening,Weekday
6:15:00 pm,26,Thursday,120,24,36,5,185,heavy,19.3,4142.35,Evening,Weekday
6:30:00 pm,26,Thursday,126,34,38,9,207,heavy,20.3,4958.16,Evening,Weekday
6:45:00 pm,26,Thursday,80,22,14,18,134,normal,19.3,3469.06,Evening,Weekday
7:00:00 pm,26,Thursday,99,9,15,29,152,high,17.5,4790.86,Evening,Weekday
7:15:00 pm,26,Thursday,81,21,19,7,128,normal,18.7,4248.38,Evening,Weekday
7:30:00 pm,26,Thursday,87,9,16,26,138,high,17.6,3442.6,Evening,Weekday
7:45:00 pm,26,Thursday,80,17,13,30,140,high,16.4,3860.8,Evening,Weekday
8:00:00 pm,26,Thursday,91,18,18,9,136,normal,15.3,2562.48,Evening,Weekday
8:15:00 pm,26,Thursday,90,19,15,13,137,normal,15.2,3383.11,Evening,Weekday
8:30:00 pm,26,Thursday,107,19,10,23,159,high,15,3940.61,Evening,Weekday
8:45:00 pm,26,Thursday,98,11,14,27,150,high,14.8,2656.32,Evening,Weekday
9:00:00 pm,26,Thursday,98,18,20,22,158,high,13.7,2552.85,Evening,Weekday
9:15:00 pm,26,Thursday,102,5,12,17,136,normal,15.7,2400.09,Night,Weekday
9:30:00 pm,26,Thursday,62,13,16,28,119,high,13,2307.32,Night,Weekday
9:45:00 pm,26,Thursday,101,15,12,35,163,high,14.9,3151.75,Night,Weekday
10:00:00 pm,26,Thursday,17,5,1,16,39,normal,14.3,2282.64,Night,Weekday
10:15:00 pm,26,Thursday,10,4,1,37,52,normal,13.2,3828.64,Night,Weekday
10:30:00 pm,26,Thursday,16,4,0,35,55,normal,13.1,2672.32,Night,Weekday
10:45:00 pm,26,Thursday,17,2,0,17,36,normal,12.4,3256.93,Night,Weekday
11:00:00 pm,26,Thursday,17,0,0,27,44,normal,13.4,3824.58,Night,Weekday
11:15:00 pm,26,Thursday,17,4,1,25,47,normal,12.4,2500.84,Night,Weekday
11:30:00 pm,26,Thursday,15,2,0,15,32,normal,11.5,3961.54,Night,Weekday
11:45:00 pm,26,Thursday,20,0,1,12,33,low,11.6,3692.29,Night,Weekday
12:00:00 am,27,Friday,16,3,0,28,47,normal,13,2613.31,Night,Weekday
12:15:00 am,27,Friday,13,2,1,28,44,normal,11.5,3647.91,Night,Weekday
12:30:00 am,27,Friday,15,5,0,26,46,normal,12.2,3128.18,Night,Weekday
12:45:00 am,27,Friday,15,2,1,16,34,normal,13.5,2862.83,Night,Weekday
1:00:00 am,27,Friday,12,3,0,26,41,normal,11.9,2228.6,Night,Weekday
1:15:00 am,27,Friday,15,5,0,27,47,normal,12.1,3746.98,Night,Weekday
1:30:00 am,27,Friday,20,2,0,17,39,normal,13.6,2612.16,Night,Weekday
1:45:00 am,27,Friday,12,2,0,16,30,normal,14.3,3298.95,Night,Weekday
2:00:00 am,27,Friday,19,1,0,38,58,normal,14.6,3410.27,Night,Weekday
2:15:00 am,27,Friday,16,1,1,32,50,normal,12.8,2140.37,Night,Weekday
2:30:00 am,27,Friday,12,0,0,11,23,low,14.1,2170.54,Night,Weekday
2:45:00 am,27,Friday,16,5,1,29,51,normal,15.6,3276.77,Night,Weekday
3:00:00 am,27,Friday,19,5,1,18,43,normal,15,3241.04,Night,Weekday
3:15:00 am,27,Friday,11,0,0,15,26,normal,13.9,2137.21,Night,Weekday
3:30:00 am,27,Friday,15,4,1,17,37,normal,15.6,3398.97,Night,Weekday
3:45:00 am,27,Friday,20,1,0,23,44,normal,15.8,2793.49,Night,Weekday
4:00:00 am,27,Friday,10,4,0,36,50,normal,15.7,3379.52,Night,Weekday
4:15:00 am,27,Friday,39,14,0,15,68,normal,17.3,3776.37,Night,Weekday
4:30:00 am,27,Friday,33,7,3,10,53,low,16.1,3868.13,Night,Weekday
4:45:00 am,27,Friday,77,8,7,15,107,normal,19.5,4435.43,Night,Weekday
5:00:00 am,27,Friday,80,18,6,11,115,normal,17.3,3714.5,Morning,Weekday
5:15:00 am,27,Friday,53,11,7,15,86,normal,20.1,3549.83,Morning,Weekday
5:30:00 am,27,Friday,73,17,6,13,109,normal,20.4,4311.05,Morning,Weekday
5:45:00 am,27,Friday,77,20,4,13,114,normal,19.8,3612.96,Morning,Weekday
6:00:00 am,27,Friday,76,14,1,12,103,low,20.2,4638.52,Morning,Weekday
6:15:00 am,27,Friday,58,14,0,15,87,normal,21.9,5370.98,Morning,Weekday
6:30:00 am,27,Friday,57,18,7,13,95,normal,21.7,5925.15,Morning,Weekday
6:45:00 am,27,Friday,80,16,0,10,106,low,22.5,5132.97,Morning,Weekday
7:00:00 am,27,Friday,38,7,1,13,59,normal,23.1,6034.85,Morning,Weekday
7:15:00 am,27,Friday,53,20,6,12,91,low,23.2,6963.67,Morning,Weekday
7:30:00 am,27,Friday,30,9,7,10,56,low,25.5,5121.61,Morning,Weekday
7:45:00 am,27,Friday,50,19,4,10,83,low,24.2,6025.61,Morning,Weekday
8:00:00 am,27,Friday,31,14,3,14,62,normal,24.5,5932.06,Morning,Weekday
8:15:00 am,27,Friday,28,18,5,10,61,low,25.3,6670.13,Morning,Weekday
8:30:00 am,27,Friday,31,15,4,12,62,low,27.9,7882.53,Morning,Weekday
8:45:00 am,27,Friday,52,19,0,10,81,low,28,8377.96,Morning,Weekday
9:00:00 am,27,Friday,42,9,2,13,66,normal,28,7809.05,Morning,Weekday
9:15:00 am,27,Friday,151,55,27,2,235,heavy,28.5,8825.13,Morning,Weekday
9:30:00 am,27,Friday,180,69,29,1,279,heavy,27.3,7529.96,Morning,Weekday
9:45:00 am,27,Friday,149,41,23,3,216,heavy,27.3,7620.27,Morning,Weekday
10:00:00 am,27,Friday,167,60,27,3,257,heavy,28.7,7093.88,Morning,Weekday
10:15:00 am,27,Friday,134,45,22,3,204,heavy,28,8451.17,Morning,Weekday
10:30:00 am,27,Friday,180,62,26,4,272,heavy,30.4,7523.63,Morning,Weekday
10:45:00 am,27,Friday,156,54,25,3,238,heavy,30.3,7002.63,Morning,Weekday
11:00:00 am,27,Friday,171,60,18,1,250,heavy,29.1,8061.43,Morning,Weekday
11:15:00 am,27,Friday,174,53,10,3,240,heavy,29.3,7786.83,Morning,Weekday
11:30:00 am,27,Friday,154,61,16,3,234,heavy,28.7,7745.39,Morning,Weekday
11:45:00 am,27,Friday,161,53,11,1,226,heavy,30.8,7367.63,Morning,Weekday
12:00:00 pm,27,Friday,148,48,13,2,211,heavy,29.9,7233.85,Morning,Weekday
12:15:00 pm,27,Friday,136,60,27,2,225,heavy,30.8,8539.41,Afternoon,Weekday
12:30:00 pm,27,Friday,143,68,16,0,227,heavy,30.5,8768.42,Afternoon,Weekday
12:45:00 pm,27,Friday,152,51,22,2,227,heavy,29.1,8097.48,Afternoon,Weekday
1:00:00 pm,27,Friday,132,58,15,4,209,heavy,30.7,7885.38,Afternoon,Weekday
1:15:00 pm,27,Friday,155,58,15,4,232,heavy,30.8,8231.07,Afternoon,Weekday
1:30:00 pm,27,Friday,144,62,12,3,221,heavy,28.9,8415.52,Afternoon,Weekday
1:45:00 pm,27,Friday,161,51,20,1,233,heavy,28.7,7902.93,Afternoon,Weekday
2:00:00 pm,27,Friday,137,46,13,2,198,heavy,29.3,8757.21,Afternoon,Weekday
2:15:00 pm,27,Friday,149,61,16,1,227,heavy,29.9,7188.65,Afternoon,Weekday
2:30:00 pm,27,Friday,158,46,20,1,225,heavy,28,8054.45,Afternoon,Weekday
2:45:00 pm,27,Friday,134,65,22,0,221,heavy,29,8234.41,Afternoon,Weekday
3:00:00 pm,27,Friday,134,65,10,2,211,heavy,26.1,8248.44,Afternoon,Weekday
3:15:00 pm,27,Friday,73,24,4,0,101,low,25.8,6770.55,Afternoon,Weekday
3:30:00 pm,27,Friday,64,23,21,1,109,normal,27.4,7756.86,Afternoon,Weekday
3:45:00 pm,27,Friday,51,27,25,2,105,normal,26.2,8722.95,Afternoon,Weekday
4:00:00 pm,27,Friday,80,22,17,0,119,normal,25.2,5282.74,Afternoon,Weekday
4:15:00 pm,27,Friday,61,26,8,0,95,low,25,6505.79,Afternoon,Weekday
4:30:00 pm,27,Friday,75,24,8,0,107,low,25.2,5935.28,Afternoon,Weekday
4:45:00 pm,27,Friday,82,20,15,2,119,normal,25,6406.79,Afternoon,Weekday
5:00:00 pm,27,Friday,53,28,21,1,103,normal,21.9,6768.55,Afternoon,Weekday
5:15:00 pm,27,Friday,68,29,14,0,111,low,23.2,6761.23,Evening,Weekday
5:30:00 pm,27,Friday,63,28,22,0,113,normal,21.1,5869.54,Evening,Weekday
5:45:00 pm,27,Friday,76,30,20,1,127,normal,21.6,5524.65,Evening,Weekday
6:00:00 pm,27,Friday,66,23,10,0,99,low,22.3,6166.66,Evening,Weekday
6:15:00 pm,27,Friday,50,23,1,0,74,low,21.1,5894.02,Evening,Weekday
6:30:00 pm,27,Friday,60,29,22,2,113,normal,20.9,4177.46,Evening,Weekday
6:45:00 pm,27,Friday,75,26,11,0,112,normal,18.4,4059.86,Evening,Weekday
7:00:00 pm,27,Friday,81,22,18,2,123,normal,18.5,3385.18,Evening,Weekday
7:15:00 pm,27,Friday,33,6,0,4,43,low,18.3,4447.08,Evening,Weekday
7:30:00 pm,27,Friday,21,5,6,15,47,normal,17.8,4316.32,Evening,Weekday
7:45:00 pm,27,Friday,22,7,1,2,32,low,16.8,4489.96,Evening,Weekday
8:00:00 pm,27,Friday,31,6,0,15,52,normal,15.7,2827.35,Evening,Weekday
8:15:00 pm,27,Friday,41,8,3,2,54,low,15.3,3611.53,Evening,Weekday
8:30:00 pm,27,Friday,24,6,5,11,46,low,15.3,2945.42,Evening,Weekday
8:45:00 pm,27,Friday,45,6,6,10,67,low,13.9,2062.81,Evening,Weekday
9:00:00 pm,27,Friday,24,11,6,2,43,low,13.9,3756.8,Evening,Weekday
9:15:00 pm,27,Friday,47,6,2,12,67,low,14.5,2094.99,Night,Weekday
9:30:00 pm,27,Friday,46,1,1,4,52,low,14.1,2013.79,Night,Weekday
9:45:00 pm,27,Friday,26,3,2,3,34,low,12.9,3444.24,Night,Weekday
10:00:00 pm,27,Friday,20,4,0,39,63,normal,13.9,3126.27,Night,Weekday
10:15:00 pm,27,Friday,20,1,1,27,49,normal,11.9,2414.09,Night,Weekday
10:30:00 pm,27,Friday,19,0,1,17,37,normal,14.2,2882.13,Night,Weekday
10:45:00 pm,27,Friday,11,3,1,19,34,normal,12.3,3594.12,Night,Weekday
11:00:00 pm,27,Friday,17,5,1,31,54,normal,13.8,2536,Night,Weekday
11:15:00 pm,27,Friday,19,4,0,12,35,low,11.7,3592.05,Night,Weekday
11:30:00 pm,27,Friday,11,1,0,38,50,normal,12.2,3542.72,Night,Weekday
11:45:00 pm,27,Friday,12,0,0,17,29,normal,12,2082.72,Night,Weekday
12:00:00 am,28,Saturday,18,0,0,27,45,normal,11.8,2934.66,Night,Weekend
12:15:00 am,28,Saturday,19,4,0,14,37,normal,11.5,2570.86,Night,Weekend
12:30:00 am,28,Saturday,13,2,0,28,43,normal,11.3,2024.55,Night,Weekend
12:45:00 am,28,Saturday,18,4,1,23,46,normal,11.9,3457.51,Night,Weekend
1:00:00 am,28,Saturday,20,0,0,11,31,low,11.5,2299.86,Night,Weekend
1:15:00 am,28,Saturday,11,4,1,22,38,normal,12.3,2288.08,Night,Weekend
1:30:00 am,28,Saturday,15,2,0,18,35,normal,14,2341.34,Night,Weekend
1:45:00 am,28,Saturday,16,3,0,34,53,normal,12.8,3640.78,Night,Weekend
2:00:00 am,28,Saturday,11,2,0,18,31,normal,14.3,3593.89,Night,Weekend
2:15:00 am,28,Saturday,17,4,1,38,60,normal,14.8,2699.97,Night,Weekend
2:30:00 am,28,Saturday,20,4,1,28,53,normal,14.1,3476.85,Night,Weekend
2:45:00 am,28,Saturday,19,0,1,37,57,normal,13.6,3995.73,Night,Weekend
3:00:00 am,28,Saturday,10,2,1,34,47,normal,14.6,2818.05,Night,Weekend
3:15:00 am,28,Saturday,19,0,0,17,36,normal,14.4,3403.3,Night,Weekend
3:30:00 am,28,Saturday,15,0,0,30,45,normal,14.9,3786.88,Night,Weekend
3:45:00 am,28,Saturday,10,2,0,31,43,normal,15.3,2858.66,Night,Weekend
4:00:00 am,28,Saturday,18,3,0,17,38,normal,15.3,3209.14,Night,Weekend
4:15:00 am,28,Saturday,97,22,4,18,141,normal,16.7,4751.4,Night,Weekend
4:30:00 am,28,Saturday,111,12,9,17,149,normal,17.6,4762.18,Night,Weekend
4:45:00 am,28,Saturday,108,10,5,17,140,normal,16.8,4543.36,Night,Weekend
5:00:00 am,28,Saturday,74,24,10,20,128,normal,19.8,4946.99,Morning,Weekend
5:15:00 am,28,Saturday,114,4,8,20,146,normal,18.7,3789.43,Morning,Weekend
5:30:00 am,28,Saturday,91,16,5,11,123,normal,20.8,4356.04,Morning,Weekend
5:45:00 am,28,Saturday,66,3,9,19,97,normal,21.2,6711.88,Morning,Weekend
6:00:00 am,28,Saturday,104,32,23,5,164,normal,19.8,3951.23,Morning,Weekend
6:15:00 am,28,Saturday,128,18,31,3,180,heavy,20.3,3879.81,Morning,Weekend
6:30:00 am,28,Saturday,127,24,27,0,178,heavy,21.8,5307.49,Morning,Weekend
6:45:00 am,28,Saturday,130,31,22,0,183,heavy,21.7,5044.62,Morning,Weekend
7:00:00 am,28,Saturday,108,13,38,1,160,high,24.5,5151,Morning,Weekend
7:15:00 am,28,Saturday,116,22,37,2,177,heavy,22.9,6742.44,Morning,Weekend
7:30:00 am,28,Saturday,143,28,27,4,202,heavy,25.7,6405.73,Morning,Weekend
7:45:00 am,28,Saturday,118,32,21,5,176,heavy,24.4,6000.25,Morning,Weekend
